title,url,ctime,label_type,label_property,label_article,code,company,industry
香港老牌发展商合和实业今日除牌 结束近47年上市地位,https://news.10jqka.com.cn/m611192568/,1556849040,新闻,中性,"50019340_除牌,50023242_合和实业",HK0001,长和,综合
赫斯基首季盈利增32%胜预期,https://news.10jqka.com.cn/m611120552/,1556349944,新闻,中性,"50000652_项目投资,50006059_原油价格",HK0001,长和,综合
17年之后 李嘉诚长和系公司再度申请在香港主板上市,https://m.21jingji.com/article/20190416/herald/eac4b9989c5ebd96cdf767af685f4441.html,1555418857,新闻,中性,"50004955_李嘉诚,50015283_主板",HK0001,长和,综合
李泽钜接手后的屈臣氏：前有丝芙兰后有KOL 腾讯阿里争买股份 谁才是最大的赢家,https://m.jiemian.com/article/3002332.html,1554091843,新闻,中性,"50001089_腾讯,50004918_阿里巴巴",HK0001,长和,综合
东兴证券2019年4月十大金股,https://mp.weixin.qq.com/s?__biz=MzA3NTA2NTUwOQ==&mid=2650918943&idx=1&sn=5490448b8f2ba95a80b4a81597f93559&chksm=848341d5b3f4c8c37b9aa10d1ff88cf518f05efea022e42a9c8f810d01223d8e7c1daf750b32&scene=0&xtrack=1,1553913617,新闻,中性,"50004118_东兴证券,50009633_风险警示",HK0001,长和,综合
李泽钜接棒一年 长和系继续全球收购,https://news.10jqka.com.cn/m610461495/,1553560585,新闻,中性,"50000445_资产收购,50022150_长和",HK0001,长和,综合
李嘉诚家族资产大挪移：长和在内地及香港资产占比仅剩一成,https://m.jiemian.com/article/2979584.html,1553491749,新闻,利空,"50004955_李嘉诚,50014311_港资",HK0001,长和,综合
瑞银华宝：下调目标价至107元，评级“买入”,https://news.10jqka.com.cn/m610426466/,1553407285,新闻,,50000314_港股公司研究,HK0001,长和,综合
3月22日港股通数据：万洲国际净买入额最大 腾讯控股净卖出额居第一位,https://news.10jqka.com.cn/m610414825/,1553247665,新闻,,50007780_港股通资金,HK0001,长和,综合
李泽鉅掌握万亿皇国后发布首个业绩  市场给予甚么评价？,https://news.10jqka.com.cn/m610412362/,1553245413,新闻,中性,"50021545_长实集团,50005116_零售业",HK0001,长和,综合
杰富瑞：若淡马锡售10%屈臣氏持股 长和净资产将升15%,https://news.10jqka.com.cn/m610409446/,1553240709,新闻,利好,"50005456_净资产,50022150_长和",HK0001,长和,综合
李泽钜谈长和系投资逻辑：要看盈利质素,https://m.jiemian.com/article/2972702.html,1553239583,新闻,中性,"50000308_公司投资,50022150_长和",HK0001,长和,综合
港股恒指高开0.35% 蒙牛乳业涨2.26%领涨蓝筹,https://news.10jqka.com.cn/m610399981/,1553218324,新闻,利好,"50007514_港股,50007824_恒生指数",HK0001,长和,综合
长和去年多赚11%派息增11% 若淡马锡售屈臣氏会支持,https://news.10jqka.com.cn/m610398390/,1553213742,新闻,中性,"50022150_长和,50000276_分红派息",HK0001,长和,综合
李泽钜：长实多赚33%末期息增12% 李思德仍是小女生,https://news.10jqka.com.cn/m610398381/,1553213528,新闻,中性,"50000652_项目投资,50000445_资产收购",HK0001,长和,综合
李泽钜谈长和系投资逻辑：要看盈利质素,https://news.10jqka.com.cn/m610398356/,1553213112,新闻,中性,"50000308_公司投资,50022150_长和",HK0001,长和,综合
李泽钜首次以主席身份出席业绩会 表示担任主席后将秉承一贯策略,https://news.10jqka.com.cn/m610397180/,1553176587,新闻,中性,"50001227_房地产,50004955_李嘉诚",HK0001,长和,综合
长和执行董事霍建宁：支持淡马锡出售部分屈臣氏股权,https://news.10jqka.com.cn/m610397139/,1553175997,新闻,中性,50022150_长和,HK0001,长和,综合
长和去年盈利390亿港元 同比升11%,https://news.10jqka.com.cn/m610396891/,1553172529,新闻,中性,"50022150_长和,50006702_业绩上升",HK0001,长和,综合
淡马锡要卖屈臣氏股份？李嘉诚长子这么说,https://m.21jingji.com/article/20190321/herald/44805fcca1d89943ca2bc4261b5e84f6.html,1553165861,新闻,中性,"50004955_李嘉诚,50005782_新加坡",HK0001,长和,综合
长和系海外豪买资产 最大海外收购项目遭否决 李嘉诚长子佛系表态“从无志在必得”,https://m.21jingji.com/article/20190321/herald/7a63b21c2f1680a3e3a02e8f7b68be71.html,1553165553,新闻,中性,"50000445_资产收购,50004955_李嘉诚",HK0001,长和,综合
李泽巨培养长女入长和系,https://news.10jqka.com.cn/m610390075/,1553163317,新闻,中性,50022150_长和,HK0001,长和,综合
大摩：传腾讯竞购屈臣氏 长和目标价有上行5%空间,https://news.10jqka.com.cn/m610388705/,1553162006,新闻,利好,"50001089_腾讯,50009612_目标价",HK0001,长和,综合
李泽钜：香港楼市很难预测 我们会很在意盈利质量,https://news.10jqka.com.cn/m610386227/,1553159578,新闻,中性,"50013945_新浪财经,50001227_房地产",HK0001,长和,综合
长和年度股东应占溢利增11%至390亿港元 末期息每股2.3港元,https://news.10jqka.com.cn/m610386030/,1553159401,新闻,中性,"50022150_长和,50007024_EBITDA",HK0001,长和,综合
长和：2018年净利390亿港元 同比增长11%,https://news.10jqka.com.cn/m610385360/,1553158765,新闻,中性,"50006702_业绩上升,50000428_年度报告",HK0001,长和,综合
港股收评：恒指午后跳水收跌0.85% 多只成分股业绩不佳,https://news.10jqka.com.cn/m610384231/,1553155853,新闻,,"50007824_恒生指数,50007514_港股",HK0001,长和,综合
李泽巨接掌长和系首份业绩市场料长和盈利增长9%,https://news.10jqka.com.cn/m610379523/,1553146979,新闻,利好,"50006702_业绩上升,50022150_长和",HK0001,长和,综合
恒基地产李兆基考虑退休 五千亿王国将交两子接掌,https://news.10jqka.com.cn/m610371087/,1553128436,新闻,中性,"50021515_恒基地产,50000290_高管变更",HK0001,长和,综合
